NOC,Year,NumAthletes,PctFemale,AvgAge,AvgHeight,AvgWeight,AvgOlympicExp,PctAchievPrevGames,PctPastMedals,Target
AFG,2016,3,0.3333333333333333,24.666666666666668,173.66666666666666,74,1,0,0,0
ALB,2016,6,0.5,23.666666666666668,176.16666666666666,67.16666666666667,1.5,0,0,0
ALG,2016,64,0.15625,24.609375,175.515625,70.125,1.28125,0.015625,0.015625,0.015625
AND,2016,4,0.5,26,171.5,66.25,1,0,0,0
ANG,2016,26,0.6923076923076923,27.46153846153846,174.5,73.34615384615384,1.6538461538461537,0,0,0
ANT,2016,8,0.25,22.5,177.14285714285714,71.5,1.375,0,0,0
ARG,2016,215,0.3488372093023256,27.413953488372094,178.74883720930234,75.6,1.4976744186046511,0.05581395348837209,0.11627906976744186,0.10232558139534884
ARM,2016,31,0.22580645161290322,24.29032258064516,172.09677419354838,76.12903225806451,1.2903225806451613,0.0967741935483871,0.0967741935483871,0.12903225806451613
ARU,2016,7,0.5714285714285714,24,174.28571428571428,68.71428571428571,1.2857142857142858,0,0,0
ASA,2016,4,0.25,25.25,176.75,75.25,1,0,0,0
AUS,2016,420,0.5047619047619047,26.38809523809524,178.48448687350836,73.46024096385543,1.5452380952380953,0.12142857142857143,0.18571428571428572,0.18571428571428572
AUT,2016,71,0.4788732394366197,27.87323943661972,177.07042253521126,69.88732394366197,1.7183098591549295,0,0.014084507042253521,0.028169014084507043
AZE,2016,56,0.25,25.839285714285715,177.44642857142858,74.32142857142857,1.5714285714285714,0.16071428571428573,0.25,0.32142857142857145
BAH,2016,29,0.41379310344827586,26.17241379310345,177.84,69.20833333333333,1.8620689655172413,0.10344827586206896,0.2413793103448276,0.20689655172413793
BAN,2016,7,0.42857142857142855,23.428571428571427,166.5,71.75,1.1428571428571428,0,0,0
BAR,2016,11,0.36363636363636365,25.181818181818183,180.27272727272728,74.63636363636364,1.4545454545454546,0,0,0
BDI,2016,9,0.4444444444444444,24.444444444444443,172,58.77777777777778,1.6666666666666667,0,0,0.1111111111111111
BEL,2016,104,0.3269230769230769,26.16346153846154,177.2596153846154,69.17307692307692,1.6057692307692308,0.028846153846153848,0.028846153846153848,0.20192307692307693
BEN,2016,6,0.3333333333333333,26.5,179.33333333333334,78.83333333333333,1,0,0,0
BER,2016,8,0.5,25.125,174.125,69.125,1.5,0,0,0
BHU,2016,2,1,25,164,55,1,0,0,0
BIH,2016,11,0.36363636363636365,25.272727272727273,180.1818181818182,85.9090909090909,1.3636363636363635,0,0,0
BIZ,2016,3,0.3333333333333333,27.333333333333332,183.66666666666666,79.33333333333333,1,0,0,0
BLR,2016,120,0.5583333333333333,27.191666666666666,177.125,72.63333333333334,1.8416666666666666,0.058333333333333334,0.10833333333333334,0.1
BOL,2016,12,0.5,25.583333333333332,171.33333333333334,64.25,1.1666666666666667,0,0,0
BOT,2016,12,0.25,21.666666666666668,178,65.66666666666667,1.1666666666666667,0.08333333333333333,0.08333333333333333,0
BRA,2016,462,0.44805194805194803,27.517316017316016,176.64859002169197,72.59219088937093,1.5541125541125542,0.05844155844155844,0.11904761904761904,0.10606060606060606
BRN,2016,33,0.3939393939393939,23.424242424242426,171.32142857142858,61.392857142857146,1.0606060606060606,0,0,0.06060606060606061
BRU,2016,3,0.3333333333333333,23,158,57.333333333333336,1,0,0,0
BUL,2016,51,0.43137254901960786,25.568627450980394,175,70.58823529411765,1.4313725490196079,0,0,0.13725490196078433
BUR,2016,5,0.4,22.6,181,84.4,1.4,0,0,0
CAF,2016,6,0.5,21.5,169.4,61.6,1.5,0,0,0
CAM,2016,6,0.6666666666666666,29.5,163.5,56.833333333333336,1.3333333333333333,0,0,0
CAN,2016,310,0.5903225806451613,26.583870967741934,175.7709677419355,70.06168831168831,1.4451612903225806,0.08064516129032258,0.11612903225806452,0.20967741935483872
CAY,2016,5,0.4,23.2,179.4,73.6,1.6,0,0,0
CGO,2016,10,0.3,24.9,174.88888888888889,82.25,1.3,0,0,0
CHA,2016,2,0.5,23.5,173,51.5,1,0,0,0
CHI,2016,42,0.40476190476190477,27.023809523809526,173.66666666666666,68.35714285714286,1.5714285714285714,0,0,0
CHN,2016,392,0.6147959183673469,24.40561224489796,176.1326530612245,69.13265306122449,1.4464285714285714,0.12244897959183673,0.19642857142857142,0.2729591836734694
CIV,2016,12,0.5833333333333334,25.666666666666668,176.83333333333334,69.54545454545455,1.3333333333333333,0,0,0.16666666666666666
CMR,2016,22,0.7727272727272727,26.636363636363637,173.86363636363637,72.4090909090909,1.1818181818181819,0,0,0
COD,2016,4,0.5,24,163,57,1,0,0,0
COK,2016,9,0.5555555555555556,23.333333333333332,172.66666666666666,73,1.3333333333333333,0,0,0
COL,2016,143,0.48951048951048953,25.965034965034967,170.27272727272728,65.01398601398601,1.4895104895104896,0.055944055944055944,0.06293706293706294,0.055944055944055944
COM,2016,4,0.5,21.75,168.5,60.5,1.25,0,0,0
CPV,2016,5,0.6,22.6,177.6,63.5,1.2,0,0,0
CRC,2016,11,0.45454545454545453,27.636363636363637,172.9,68.5,1.5454545454545454,0,0,0
CRO,2016,85,0.2235294117647059,27.31764705882353,186.87058823529412,86.4235294117647,1.7529411764705882,0.21176470588235294,0.23529411764705882,0.2823529411764706
CUB,2016,117,0.2905982905982906,24.974358974358974,176.97435897435898,74.51282051282051,1.5213675213675213,0.1111111111111111,0.15384615384615385,0.09401709401709402
CYP,2016,15,0.4,26.466666666666665,179,70.53333333333333,1.8,0.06666666666666667,0.06666666666666667,0
CZE,2016,104,0.40384615384615385,27.682692307692307,180.76923076923077,75.41346153846153,2.0384615384615383,0.125,0.16346153846153846,0.14423076923076922
DEN,2016,119,0.3445378151260504,26.54621848739496,182.0420168067227,76.11764705882354,1.6218487394957983,0.11764705882352941,0.16806722689075632,0.33613445378151263
DJI,2016,7,0.14285714285714285,21.714285714285715,173.57142857142858,62.714285714285715,1.1428571428571428,0,0,0
DMA,2016,2,0.5,25,179,74,1,0,0,0
DOM,2016,26,0.3076923076923077,26.03846153846154,172.5,63.61538461538461,1.3076923076923077,0.038461538461538464,0.038461538461538464,0.038461538461538464
ECU,2016,37,0.40540540540540543,27.675675675675677,169.83783783783784,65.27777777777777,1.6486486486486487,0,0,0
EGY,2016,121,0.30578512396694213,24.578512396694215,177.48305084745763,76.38135593220339,1.3140495867768596,0.008264462809917356,0.008264462809917356,0.024793388429752067
ERI,2016,12,0.08333333333333333,26.25,172,56.333333333333336,1.8333333333333333,0,0.08333333333333333,0
ESA,2016,8,0.375,23.125,167.16666666666666,64.16666666666667,1.125,0,0,0
ESP,2016,307,0.46579804560260585,27.84039087947883,176.94136807817588,71.94117647058823,1.6938110749185669,0.11726384364820847,0.15960912052117263,0.1465798045602606
EST,2016,46,0.391304347826087,27.5,180.43478260869566,79.1086956521739,1.6956521739130435,0.043478260869565216,0.08695652173913043,0.08695652173913043
ETH,2016,37,0.5405405405405406,23.405405405405407,170.11111111111111,55.97222222222222,1.4324324324324325,0.08108108108108109,0.13513513513513514,0.21621621621621623
FIJ,2016,53,0.32075471698113206,24.88679245283019,177.59574468085106,80.49019607843137,1.169811320754717,0,0,0.24528301886792453
FIN,2016,54,0.5185185185185185,27.51851851851852,175.71698113207546,70.28301886792453,1.6296296296296295,0.037037037037037035,0.07407407407407407,0.018518518518518517
FRA,2016,392,0.4260204081632653,27.193877551020407,178.79336734693877,73.70076726342711,1.4795918367346939,0.08673469387755102,0.125,0.2423469387755102
FSM,2016,5,0.6,23.8,154.6,64,1.4,0,0,0
GAB,2016,6,0.3333333333333333,26.5,174.16666666666666,75.33333333333333,2,0.16666666666666666,0.16666666666666666,0
GAM,2016,4,0.25,21.25,NA,NA,1,0,0,0
GBR,2016,360,0.44166666666666665,27.144444444444446,177.77777777777777,72.4900849858357,1.7027777777777777,0.18333333333333332,0.2638888888888889,0.37777777777777777
GBS,2016,5,0.4,27,172,76,1.8,0,0,0
GEO,2016,40,0.25,25.75,177.225,83.7,1.575,0.05,0.1,0.175
GEQ,2016,1,0,27,170,63,2,0,0,0
GER,2016,418,0.46411483253588515,26.425837320574164,179.10311750599521,74.31414868105516,1.5382775119617225,0.12200956937799043,0.1937799043062201,0.3684210526315789
GHA,2016,13,0.46153846153846156,22.53846153846154,170.625,66.375,1,0,0,0
GRE,2016,92,0.391304347826087,26.26086956521739,179.08695652173913,72.91208791208791,1.7173913043478262,0.021739130434782608,0.043478260869565216,0.07608695652173914
GRN,2016,6,0.16666666666666666,22.5,173,67.75,1.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
GUA,2016,21,0.2857142857142857,25.952380952380953,170.71428571428572,61.904761904761905,1.619047619047619,0.047619047619047616,0.047619047619047616,0
GUI,2016,5,0.6,19.8,168,69.2,1,0,0,0
GUM,2016,5,0.4,24,174.8,67.4,1.4,0,0,0
GUY,2016,6,0.5,22,163.5,63.5,1.1666666666666667,0,0,0
HAI,2016,10,0.3,25.2,174.66666666666666,66.16666666666667,1.1,0,0,0
HKG,2016,37,0.5945945945945946,25.324324324324323,170.86486486486487,64.10810810810811,1.4864864864864864,0.02702702702702703,0.02702702702702703,0
HON,2016,23,0.043478260869565216,23.47826086956522,178.8695652173913,78.21739130434783,1.2173913043478262,0,0,0
HUN,2016,154,0.42857142857142855,27.038961038961038,179.6103896103896,76.24675324675324,1.9610389610389611,0.09090909090909091,0.18181818181818182,0.11038961038961038
INA,2016,28,0.39285714285714285,24.964285714285715,168.21428571428572,66.57142857142857,1.5,0.10714285714285714,0.21428571428571427,0.14285714285714285
IND,2016,112,0.45535714285714285,26.035714285714285,170.61904761904762,66.40384615384616,1.4821428571428572,0.026785714285714284,0.044642857142857144,0.017857142857142856
IOA,2016,9,0.1111111111111111,34.22222222222222,176.66666666666666,85.33333333333333,2.5555555555555554,0.1111111111111111,0.2222222222222222,0.2222222222222222
IRI,2016,63,0.14285714285714285,26.73015873015873,182.15873015873015,82.57142857142857,1.4444444444444444,0.1111111111111111,0.1111111111111111,0.12698412698412698
IRL,2016,76,0.34210526315789475,28.644736842105264,175.3684210526316,68.10526315789474,1.381578947368421,0.039473684210526314,0.05263157894736842,0.039473684210526314
IRQ,2016,20,0,22.7,178.2,74.5,1,0,0,0
ISL,2016,8,0.625,24.375,181.625,79.375,1.875,0,0,0
ISR,2016,47,0.5319148936170213,25,173.08510638297872,64.97872340425532,1.425531914893617,0,0.02127659574468085,0.0425531914893617
ISV,2016,7,0.2857142857142857,27.285714285714285,185,86.6,1.7142857142857142,0,0,0
ITA,2016,309,0.4563106796116505,27.15210355987055,177.76051779935275,70.74757281553399,1.7087378640776698,0.08414239482200647,0.15857605177993528,0.22653721682847897
IVB,2016,4,0.75,24,165,69,1.5,0,0,0
JAM,2016,56,0.5535714285714286,24.928571428571427,175.66071428571428,71.87037037037037,1.5357142857142858,0.125,0.25,0.48214285714285715
JOR,2016,8,0.125,23.875,174.75,73.375,1.25,0,0,0.125
JPN,2016,335,0.48955223880597015,25.81492537313433,170.0955223880597,64.4776119402985,1.4537313432835821,0.07164179104477612,0.09850746268656717,0.18208955223880596
KAZ,2016,101,0.45544554455445546,25.574257425742573,174.4257425742574,71.16831683168317,1.4257425742574257,0.039603960396039604,0.04950495049504951,0.1782178217821782
KEN,2016,79,0.4177215189873418,26.49367088607595,170.8108108108108,65.52564102564102,1.3164556962025316,0.05063291139240506,0.11392405063291139,0.16455696202531644
KGZ,2016,19,0.3684210526315789,24.736842105263158,171.61111111111111,73.33333333333333,1.4210526315789473,0,0,0
KIR,2016,3,0.3333333333333333,23.333333333333332,163,73,1.6666666666666667,0,0,0
KOR,2016,207,0.5024154589371981,25.7487922705314,173.14492753623188,67.87864077669903,1.4782608695652173,0.10628019323671498,0.15458937198067632,0.11594202898550725
KOS,2016,8,0.625,23.875,173.5,63.875,1.125,0,0,0.125
KSA,2016,10,0.3,26.1,170.3,64.4,1.5,0,0,0
LAO,2016,5,0.4,19,171.75,59,1.2,0,0,0
LAT,2016,32,0.40625,26.71875,180.75,77.78125,1.75,0.0625,0.09375,0
LBA,2016,7,0.14285714285714285,22.857142857142858,176,63,1,0,0,0
LBR,2016,2,0.5,23.5,NA,NA,1,0,0,0
LCA,2016,5,0.6,24.2,173,62.6,1.4,0,0,0
LES,2016,8,0.125,25.625,174,61.5,1.25,0,0,0
LIB,2016,9,0.5555555555555556,26.444444444444443,171.375,68,1.3333333333333333,0,0,0
LIE,2016,3,0.6666666666666666,24,179.66666666666666,77,1.6666666666666667,0,0,0
LTU,2016,67,0.2835820895522388,26.955223880597014,185.11940298507463,81.77611940298507,1.6417910447761195,0.04477611940298507,0.05970149253731343,0.1044776119402985
LUX,2016,10,0.5,29.5,176.8,66.5,2.1,0,0,0
MAD,2016,6,0.6666666666666666,26.833333333333332,168,62.833333333333336,1.5,0,0,0
MAR,2016,48,0.3958333333333333,26.333333333333332,173.3125,64.16666666666667,1.4166666666666667,0.020833333333333332,0.020833333333333332,0.020833333333333332
MAS,2016,32,0.46875,24.625,169.21875,64.625,1.53125,0.0625,0.09375,0.25
MAW,2016,5,0.4,21.6,164.2,59.4,1,0,0,0
MDA,2016,23,0.391304347826087,26.304347826086957,177.8695652173913,81.04347826086956,1.608695652173913,0,0,0
MDV,2016,4,0.5,21.75,157,51.666666666666664,1.5,0,0,0
MEX,2016,123,0.35772357723577236,25.666666666666668,174.5040650406504,68.84552845528455,1.3577235772357723,0.056910569105691054,0.07317073170731707,0.04065040650406504
MGL,2016,43,0.3953488372093023,26.372093023255815,169.27906976744185,68.92857142857143,1.5813953488372092,0.046511627906976744,0.09302325581395349,0.046511627906976744
MHL,2016,5,0.6,18.8,166.6,70.4,1.2,0,0,0
MKD,2016,6,0.6666666666666666,22.166666666666668,170.33333333333334,62.333333333333336,1.1666666666666667,0,0,0
MLI,2016,6,0.3333333333333333,26.833333333333332,175.66666666666666,70.4,1.1666666666666667,0,0,0
MLT,2016,7,0.42857142857142855,26.571428571428573,172.33333333333334,75.8,1.7142857142857142,0,0,0
MNE,2016,35,0.5142857142857142,27.6,182.4,83.11428571428571,1.9142857142857144,0.3142857142857143,0.34285714285714286,0
MON,2016,3,0,28.666666666666668,177.33333333333334,71.33333333333333,2,0,0,0
MOZ,2016,6,0.16666666666666666,24.833333333333332,174.5,68.83333333333333,1.5,0,0,0
MRI,2016,11,0.5454545454545454,24.545454545454547,172.45454545454547,65.8,1.2727272727272727,0,0,0
MTN,2016,2,0.5,27.5,170.5,63.5,1.5,0,0,0
MYA,2016,7,0.42857142857142855,26.285714285714285,170,63.166666666666664,1,0,0,0
NAM,2016,10,0.6,30.7,170.4,56.9,1.7,0,0,0
NCA,2016,5,0.4,21.4,170.8,60.6,1.4,0,0,0
NED,2016,237,0.5569620253164557,26.869198312236286,179.27848101265823,72.18987341772151,1.510548523206751,0.16877637130801687,0.21940928270042195,0.19831223628691982
NEP,2016,7,0.5714285714285714,22.285714285714285,163.57142857142858,59.285714285714285,1,0,0,0
NGR,2016,71,0.3380281690140845,25.323943661971832,177.69565217391303,77,1.4507042253521127,0.014084507042253521,0.028169014084507043,0.2535211267605634
NIG,2016,6,0.3333333333333333,20.833333333333332,179.16666666666666,70.33333333333333,1,0,0,0.16666666666666666
NOR,2016,62,0.532258064516129,27.14516129032258,178.90322580645162,70.91666666666667,1.8225806451612903,0.12903225806451613,0.25806451612903225,0.3064516129032258
NRU,2016,2,0,25,162.5,73,1,0,0,0
NZL,2016,195,0.49743589743589745,26.05128205128205,177.93333333333334,75.26424870466322,1.564102564102564,0.07692307692307693,0.11282051282051282,0.18461538461538463
OMA,2016,4,0.5,25.75,172,70,1.25,0,0,0
PAK,2016,7,0.42857142857142855,22.857142857142858,172.2,76.6,1,0,0,0
PAN,2016,10,0.6,27.6,167.8,64.6,1.4,0,0,0
PAR,2016,11,0.45454545454545453,29.545454545454547,173.9090909090909,71.9090909090909,1.6363636363636365,0,0,0
PER,2016,29,0.41379310344827586,26.448275862068964,168.6551724137931,62.55172413793103,1.5172413793103448,0,0.034482758620689655,0
PHI,2016,13,0.46153846153846156,24.846153846153847,164.58333333333334,60.76923076923077,1.4615384615384615,0,0,0.07692307692307693
PLE,2016,6,0.3333333333333333,29,171.5,64.25,1.1666666666666667,0,0,0
PLW,2016,5,0.4,22.6,171,80.4,1.4,0,0,0
PNG,2016,8,0.25,26.25,171.5,65,1.625,0,0,0
POL,2016,234,0.405982905982906,27.22222222222222,181.31196581196582,76.87606837606837,1.641025641025641,0.038461538461538464,0.05128205128205128,0.06837606837606838
POR,2016,90,0.32222222222222224,27.866666666666667,175.64444444444445,69.16666666666667,1.7444444444444445,0.03333333333333333,0.03333333333333333,0.011111111111111112
PRK,2016,31,0.6451612903225806,25.096774193548388,160.61290322580646,58.74193548387097,1.5806451612903225,0.12903225806451613,0.16129032258064516,0.22580645161290322
PUR,2016,40,0.675,25.775,177.46153846153845,66.82051282051282,1.35,0.05,0.05,0.025
QAT,2016,37,0.05405405405405406,26.783783783783782,184.27027027027026,82.91891891891892,1.2972972972972974,0.05405405405405406,0.05405405405405406,0.02702702702702703
ROT,2016,10,0.4,24.4,170.4,63,1,0,0,0
ROU,2016,95,0.6421052631578947,26.71578947368421,176.8842105263158,70.62105263157895,1.5473684210526315,0.042105263157894736,0.08421052631578947,0.16842105263157894
RSA,2016,135,0.3111111111111111,25.42962962962963,176.12781954887217,70.35114503816794,1.3185185185185184,0.044444444444444446,0.05185185185185185,0.16296296296296298
RUS,2016,284,0.5,26.14788732394366,178.09252669039145,71.29893238434164,1.591549295774648,0.13380281690140844,0.22183098591549297,0.38380281690140844
RWA,2016,7,0.42857142857142855,27.285714285714285,162.5,59,1.2857142857142858,0,0,0
SAM,2016,8,0.375,25.25,166.8,68.8,1,0,0,0
SEN,2016,22,0.7272727272727273,29,178.0909090909091,72.86363636363636,1.3181818181818181,0,0,0
SEY,2016,10,0.2,26.1,176.2,73.9,1.7,0,0,0
SGP,2016,25,0.64,24.6,168.6,63.36,1.44,0.04,0.08,0.04
SKN,2016,6,0.16666666666666666,28,177.5,74.66666666666667,2.1666666666666665,0,0,0
SLE,2016,4,0.5,22.25,163,78.5,1,0,0,0
SLO,2016,63,0.38095238095238093,27.03174603174603,179.3015873015873,76.04761904761905,1.6031746031746033,0,0.031746031746031744,0.06349206349206349
SMR,2016,4,0.5,34,173,69.5,1.25,0,0,0
SOL,2016,3,0.6666666666666666,24.666666666666668,165,58,1.3333333333333333,0,0,0
SOM,2016,2,0.5,19.5,NA,NA,1,0,0,0
SRB,2016,103,0.4368932038834951,27.640776699029125,185.45631067961165,80.84466019417475,1.8058252427184467,0.10679611650485436,0.17475728155339806,0.5242718446601942
SRI,2016,9,0.2222222222222222,28.333333333333332,169.22222222222223,64.22222222222223,1.4444444444444444,0,0,0
SSD,2016,3,0.3333333333333333,24,173.33333333333334,63.333333333333336,1.3333333333333333,0,0,0
STP,2016,3,0.3333333333333333,27.333333333333332,168,57.333333333333336,1.3333333333333333,0,0,0
SUD,2016,6,0.3333333333333333,21.333333333333332,173.66666666666666,68,1.1666666666666667,0,0,0
SUI,2016,102,0.4411764705882353,26.647058823529413,176.0392156862745,68.22549019607843,1.4313725490196079,0.029411764705882353,0.06862745098039216,0.10784313725490197
SUR,2016,6,0.3333333333333333,24.333333333333332,184,77.5,1.3333333333333333,0,0,0
SVK,2016,51,0.37254901960784315,28.235294117647058,180.45098039215685,73.13725490196079,1.7843137254901962,0.0196078431372549,0.0784313725490196,0.1568627450980392
SWE,2016,150,0.5733333333333334,27.64,178.34666666666666,74.18666666666667,1.6866666666666668,0.08666666666666667,0.11333333333333333,0.18666666666666668
SWZ,2016,2,0.5,25.5,175,69.5,2,0,0,0
SYR,2016,7,0.42857142857142855,24.142857142857142,185.33333333333334,84.83333333333333,1.7142857142857142,0,0,0
TAN,2016,7,0.2857142857142857,24.428571428571427,165.75,57.857142857142854,1.5714285714285714,0,0,0
TGA,2016,7,0.42857142857142855,22.142857142857142,177.85714285714286,79,1.1428571428571428,0,0,0
THA,2016,54,0.5185185185185185,26.185185185185187,169.40740740740742,66.03703703703704,1.537037037037037,0.018518518518518517,0.018518518518518517,0.1111111111111111
TJK,2016,7,0.2857142857142857,24.857142857142858,179.14285714285714,80.14285714285714,1.7142857142857142,0,0,0.14285714285714285
TKM,2016,9,0.5555555555555556,22.444444444444443,175,77.33333333333333,1.1111111111111112,0,0,0
TLS,2016,3,0.6666666666666666,26,160,58,1.3333333333333333,0,0,0
TOG,2016,5,0.6,18.8,158,53,1.2,0,0,0
TPE,2016,55,0.5272727272727272,25.418181818181818,170,66.46296296296296,1.5272727272727273,0.03636363636363636,0.03636363636363636,0.09090909090909091
TTO,2016,28,0.35714285714285715,27.107142857142858,176.96153846153845,72.12,2.107142857142857,0.25,0.39285714285714285,0.03571428571428571
TUN,2016,61,0.32786885245901637,26.672131147540984,180.33898305084745,78.65,1.6229508196721312,0.03278688524590164,0.04918032786885246,0.04918032786885246
TUR,2016,100,0.47,25.78,175.39,70.81,1.48,0.03,0.05,0.08
TUV,2016,1,0,24,184,72,1,0,0,0
UAE,2016,12,0.25,27.833333333333332,171.63636363636363,73,1.5833333333333333,0,0,0.08333333333333333
UGA,2016,21,0.3333333333333333,23.19047619047619,171.16666666666666,61.333333333333336,1.3333333333333333,0.047619047619047616,0.047619047619047616,0
UKR,2016,204,0.5735294117647058,26.686274509803923,176.0935960591133,70.50990099009901,1.6372549019607843,0.06372549019607843,0.09803921568627451,0.07352941176470588
URU,2016,17,0.29411764705882354,29.235294117647058,176.76470588235293,72.11764705882354,1.4705882352941178,0,0,0
USA,2016,555,0.5243243243243243,26.517117117117117,178.6696750902527,74.76353790613719,1.5603603603603604,0.15315315315315314,0.2774774774774775,0.4306306306306306
UZB,2016,70,0.32857142857142857,25.057142857142857,175.25,74.33823529411765,1.5571428571428572,0.04285714285714286,0.1,0.18571428571428572
VAN,2016,4,0,23,176.66666666666666,70.33333333333333,1.25,0,0,0
VEN,2016,85,0.2823529411764706,27.435294117647057,177.21428571428572,75.41666666666667,1.5176470588235293,0.011764705882352941,0.011764705882352941,0.03529411764705882
VIE,2016,22,0.5454545454545454,26.59090909090909,166.86363636363637,59.77272727272727,1.4090909090909092,0,0,0.09090909090909091
VIN,2016,4,0.5,20.75,175.5,60,1.5,0,0,0
YEM,2016,3,0.3333333333333333,19.333333333333332,169.66666666666666,65.66666666666667,1,0,0,0
ZAM,2016,7,0.2857142857142857,24.142857142857142,175.16666666666666,67.5,1.2857142857142858,0,0,0
ZIM,2016,30,0.7,27.333333333333332,167.56666666666666,62.13333333333333,1.3,0,0.06666666666666667,0
